00:00:02,000,OFF
00:00:25,963,HIGH
00:00:26,725,LOW
00:00:32,576,HIGH
00:00:35,516,ECO
00:00:41,696,HIGH
00:00:45,065,ECO
00:00:51,253,HIGH
00:00:52,253,OFF
00:00:54,158,LOW
00:00:55,414,HIGH
00:01:01,540,MED
00:01:05,576,LOW
00:01:08,212,HIGH
00:01:09,230,ECO
00:01:09,730,LOW
00:01:12,451,OFF
00:01:17,835,HIGH
00:01:18,838,OFF
00:01:20,407,LOW
00:01:32,251,OFF
00:04:31,498,HIGH
00:04:32,000,OFF
00:04:35,716,ECO
00:04:38,558,OFF
00:05:11,682,ECO
00:05:14,978,OFF
00:06:14,366,ECO
00:06:20,664,OFF
00:06:25,344,HIGH
00:06:27,090,OFF
00:07:59,982,HIGH
00:08:05,943,OFF
00:09:03,053,LOW
00:09:05,351,OFF
00:09:32,281,ECO
00:10:26,203,HIGH
00:10:30,006,ECO
00:10:49,471,OFF
00:10:54,775,HIGH
00:10:55,662,OFF
00:10:58,813,ECO
00:11:07,121,OFF
00:11:11,330,ECO
00:12:12,778,HIGH
00:12:15,132,MED
00:12:18,445,ECO
00:12:29,359,HIGH
00:12:30,951,MED
00:12:44,245,OFF
00:12:51,113,HIGH
00:12:56,183,OFF
00:13:47,271,HIGH
00:13:48,790,OFF
00:19:00,051,ECO
00:19:07,382,HIGH
00:19:08,383,OFF
00:20:43,532,HIGH
00:20:45,453,OFF
00:24:49,599,HIGH
00:24:50,690,OFF
00:24:59,673,ECO
00:25:04,302,OFF
00:25:05,515,ECO
00:25:09,011,OFF
00:25:13,958,HIGH
00:25:15,125,OFF
00:25:21,342,ECO
00:25:23,113,OFF
00:25:24,685,ECO
00:25:33,491,HIGH
00:25:33,991,OFF
00:26:31,244,HIGH
00:26:32,852,OFF
00:26:37,041,HIGH
00:26:37,869,OFF
00:26:39,718,HIGH
00:26:41,024,OFF
00:28:29,574,HIGH
00:28:30,332,OFF
00:28:39,089,ECO
00:28:43,559,HIGH
00:28:45,215,OFF
00:28:49,621,HIGH
00:28:53,765,ECO
00:28:56,205,HIGH
00:28:59,595,MED
00:29:08,388,ECO
00:29:10,328,OFF
00:29:12,685,HIGH
00:29:16,951,ECO
00:29:18,585,OFF
00:29:20,345,ECO
00:29:21,718,HIGH
00:29:23,210,OFF
00:29:25,232,LOW
00:29:26,798,ECO
00:29:27,448,OFF
00:29:31,070,ECO
00:29:34,650,HIGH
00:29:35,776,MED
00:29:49,776,OFF
00:29:52,073,HIGH
00:29:53,084,OFF
00:30:07,164,ECO
00:30:09,601,HIGH
00:30:10,616,OFF
00:30:11,837,ECO
00:30:14,857,LOW
00:30:20,844,HIGH
00:30:21,825,ECO
00:30:26,154,HIGH
00:30:27,215,ECO
00:30:31,986,HIGH
00:30:33,015,ECO
00:30:57,799,MED
00:30:59,062,HIGH
00:31:00,488,OFF
00:31:04,483,ECO
00:31:23,592,HIGH
00:31:24,754,OFF
00:36:47,077,ECO
00:37:14,273,HIGH
00:37:15,048,ECO
00:37:15,914,HIGH
00:37:16,708,ECO
00:37:18,625,OFF
00:37:28,143,HIGH
00:37:29,078,OFF
00:40:02,338,ECO
00:40:19,084,HIGH
00:40:21,347,ECO
00:40:22,229,HIGH
00:40:24,141,ECO
00:40:37,178,HIGH
00:40:45,349,OFF
00:40:46,196,ECO
00:40:53,782,HIGH
00:40:56,085,ECO
00:41:08,574,HIGH
00:41:09,668,ECO
00:41:15,675,OFF
00:44:04,515,ECO
00:44:08,795,OFF
00:44:10,978,ECO
00:44:20,278,OFF
00:44:24,384,HIGH
00:44:27,896,MED
00:45:01,026,HIGH
00:45:02,168,MED
00:45:04,163,HIGH
00:45:15,112,ECO
00:45:21,428,OFF
00:46:02,047,ECO
00:46:13,061,HIGH
00:46:14,089,ECO
00:46:25,771,OFF
00:46:30,733,ECO
00:46:42,779,OFF
00:47:22,086,HIGH
00:47:22,902,ECO
00:47:27,259,OFF
00:49:57,776,ECO
00:50:02,869,HIGH
00:50:03,827,OFF
00:50:04,784,HIGH
00:50:05,728,OFF
00:50:48,659,ECO
00:50:50,709,OFF
00:50:53,667,ECO
00:50:56,748,OFF
00:54:02,848,ECO
00:54:09,239,OFF
00:54:12,567,HIGH
00:54:13,546,OFF
00:57:20,140,HIGH
00:57:23,439,MED
00:57:43,828,HIGH
00:57:46,172,MED
00:58:11,539,ECO
00:58:15,027,OFF
00:58:55,779,HIGH
00:58:57,017,MED
00:59:04,412,HIGH
00:59:05,779,ECO
00:59:07,823,MED
00:59:10,327,ECO
00:59:16,085,OFF
00:59:43,012,ECO
00:59:50,786,HIGH
00:59:51,639,ECO
00:59:52,676,HIGH
00:59:53,192,ECO
00:59:54,868,HIGH
00:59:55,639,OFF
01:00:17,988,HIGH
01:00:19,858,ECO
01:00:21,149,HIGH
01:00:21,831,OFF
01:03:00,517,ECO
01:03:03,427,HIGH
01:03:04,214,ECO
01:03:06,254,OFF
01:04:06,628,ECO
01:04:12,437,OFF
01:05:54,644,ECO
01:05:58,946,HIGH
01:06:01,776,OFF
01:06:20,586,ECO
01:06:27,853,OFF
01:06:30,214,HIGH
01:06:31,110,OFF
01:06:34,777,ECO
01:06:44,057,HIGH
01:06:45,076,OFF
01:08:28,854,ECO
01:08:33,063,OFF
01:08:39,786,ECO
01:08:46,246,OFF
01:08:55,835,ECO
01:08:56,651,HIGH
01:08:57,208,OFF
01:09:45,090,ECO
01:09:52,974,OFF
01:09:59,599,ECO
01:10:15,458,OFF
01:10:20,198,ECO
01:10:25,721,OFF
01:11:08,880,ECO
01:11:10,636,OFF
01:12:06,022,ECO
01:12:36,016,HIGH
01:12:36,719,ECO
01:12:38,517,HIGH
01:12:39,359,OFF
01:13:27,989,HIGH
01:13:29,452,ECO
01:13:32,674,HIGH
01:13:33,798,OFF
01:13:43,004,ECO
01:13:46,381,OFF
01:13:48,202,ECO
01:13:57,931,OFF
01:14:54,993,HIGH
01:14:59,451,OFF
01:15:00,816,MED
01:15:04,932,ECO
01:15:12,358,MED
01:15:16,388,OFF
01:15:20,210,HIGH
01:15:22,559,ECO
01:15:25,572,OFF
01:15:33,360,HIGH
01:15:34,846,ECO
01:15:36,495,OFF
01:16:05,715,HIGH
01:16:06,480,OFF
01:16:26,373,HIGH
01:16:27,705,OFF
01:16:28,503,HIGH
01:16:29,405,OFF
01:16:31,309,MED
01:16:34,631,HIGH
01:16:35,667,OFF
01:16:52,062,ECO
01:17:08,831,HIGH
01:17:10,205,OFF
01:17:18,466,ECO
01:17:19,276,HIGH
01:17:20,382,ECO
01:17:21,121,HIGH
01:17:21,857,ECO
01:17:27,083,OFF
01:17:30,610,ECO
01:17:33,220,OFF
01:17:36,695,ECO
01:17:40,473,HIGH
01:17:45,977,ECO
01:17:50,146,OFF
01:17:53,455,ECO
01:18:00,340,HIGH
01:18:01,172,OFF
01:18:02,378,ECO
01:18:12,437,HIGH
01:18:13,001,ECO
01:18:13,643,HIGH
01:18:14,477,OFF
01:18:26,114,ECO
01:18:26,633,HIGH
01:18:27,772,ECO
01:18:29,189,HIGH
01:18:29,713,ECO
01:18:36,073,HIGH
01:18:36,623,OFF
01:18:40,745,HIGH
01:18:41,314,ECO
01:18:42,743,OFF
01:18:53,088,HIGH
01:18:54,660,OFF
01:19:01,521,HIGH
01:19:02,766,OFF
01:20:16,011,HIGH
01:20:16,891,OFF
01:22:37,034,HIGH
01:22:38,074,OFF
01:22:47,455,HIGH
01:22:48,697,OFF
01:23:47,588,HIGH
01:23:49,071,OFF
01:23:50,347,HIGH
01:23:51,255,OFF
01:23:52,356,ECO
01:23:54,611,HIGH
01:23:55,572,ECO
01:24:05,789,OFF
01:25:31,696,ECO
01:25:40,216,OFF
01:27:46,663,HIGH
01:27:47,798,ECO
01:28:07,610,HIGH
01:28:08,386,ECO
01:28:09,732,HIGH
01:28:10,463,ECO
01:28:11,604,HIGH
01:28:12,287,ECO
01:28:16,668,HIGH
01:28:18,015,ECO
01:28:28,103,OFF
